Sort code,Jurisdiction,Drug class code,Drug class,Age group,Sex , TPS ($ 000) ,"Proportion 
of TPS (%)","Rate of 
use (%)", Number of active beneficiaries ,Rank
1,Canada,L03AX,Other immunostimulants,Total,F,"24,648.49",0.3,0,"2,342",62
1,Canada,C09DA,Angiotensin II receptor blockers (ARBs) and diuretics,Total,F,"24,585.49",0.3,3.3,"251,075",63
1,Canada,N02BE,Anilides,Total,F,"24,161.59",0.3,7.6,"585,800",64
1,Canada,C02KX,Antihypertensives for pulmonary arterial hypertension,Total,F,"23,332.25",0.3,0,"1,052",65
1,Canada,R01AD,Corticosteroids,Total,F,"22,651.79",0.3,7.2,"556,984",66
1,Canada,N04BA,Dopa and dopa derivatives,Total,F,"20,571.96",0.3,0.5,"36,526",67
1,Canada,A10BB,Sulfonylureas,Total,F,"19,710.18",0.3,2.7,"209,759",68
1,Canada,N02BA,Salicylic acid and derivatives,Total,F,"19,689.52",0.3,2.9,"220,377",69
1,Canada,C10AX,Other lipid-modifying agents,Total,F,"19,650.90",0.3,1.5,"114,716",70
1,Canada,A10BJ,Glucagon-like peptide-1 (GLP-1) analogues,Total,F,"19,464.33",0.3,0.3,"21,482",71
1,Canada,C09BA,ACE inhibitors and diuretics,Total,F,"19,176.33",0.3,2,"151,986",72
1,Canada,N03AE,Benzodiazepine derivatives,Total,F,"18,653.41",0.2,2.7,"208,185",73
1,Canada,A16AB,Enzymes,Total,F,"18,018.89",0.2,0,38,74
1,Canada,G02BA,Intrauterine contraceptives,Total,F,"17,217.18",0.2,1.1,"83,016",75
1,Canada,B03AA,"Iron bivalent, oral preparations",Total,F,"17,199.70",0.2,3.6,"276,970",76
1,Canada,B01AE,Direct thrombin inhibitors,Total,F,"17,009.19",0.2,0.2,"18,665",77
1,Canada,A12AA,Calcium,Total,F,"16,844.97",0.2,2.9,"224,643",78
1,Canada,N07BA,Drugs used in nicotine dependence,Total,F,"16,835.35",0.2,1.5,"114,718",79
1,Canada,A04AD,Other antiemetics,Total,F,"16,815.52",0.2,0.4,"32,230",80
1,Canada,L01XX,Other antineoplastic agents,Total,F,"16,766.05",0.2,0.1,"6,994",81
1,Canada,H02AB,Glucocorticoids,Total,F,"16,561.04",0.2,8.5,"657,660",82
1,Canada,V06DB,"Fats/carbohydrates/proteins/minerals/vitamins, combinations",Total,F,"16,491.80",0.2,0.1,"11,161",83
1,Canada,L02BG,Aromatase inhibitors,Total,F,"16,290.70",0.2,0.7,"51,956",84
1,Canada,D07AC,"Corticosteroids, potent (group III)",Total,F,"15,341.99",0.2,8.6,"663,625",85
1,Canada,M01AE,Propionic acid derivatives,Total,F,"15,258.50",0.2,8.8,"682,983",86
1,Canada,A10AD,"Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting",Total,F,"14,665.51",0.2,0.3,"23,562",87
1,Canada,N03AG,Fatty acid derivatives,Total,F,"14,613.71",0.2,0.6,"47,193",88
1,Canada,C03AA,"Thiazides, plain",Total,F,"14,586.17",0.2,5.6,"434,896",89
1,Canada,N05AE,Indole derivatives,Total,F,"14,549.45",0.2,0.2,"12,232",90
1,Canada,A02BA,H2-receptor antagonists,Total,F,"14,472.04",0.2,3.3,"257,855",91
1,Canada,J01CA,Penicillins with extended spectrum,Total,F,"14,043.69",0.2,14.6,"1,125,804",92
1,Canada,J05AB,"Nucleosides and nucleotides, excluding reverse transcriptase inhibitors",Total,F,"14,039.47",0.2,3.9,"297,736",93
1,Canada,C09DX,"Angiotensin II receptor blockers (ARBs), other combinations",Total,F,"13,641.61",0.2,0.1,"6,924",94
1,Canada,C01CA,Adrenergic and dopaminergic agents,Total,F,"13,542.31",0.2,1.4,"107,700",95
1,Canada,C01DA,Organic nitrates,Total,F,"13,483.42",0.2,2,"152,977",96
1,Canada,L01BA,Folic acid analogues,Total,F,"13,013.25",0.2,1,"77,756",97
1,Canada,M03BX,Other centrally acting agents,Total,F,"12,757.46",0.2,3.7,"285,593",98
1,Canada,N02CC,Selective serotonin (5HT1) agonists,Total,F,"12,498.05",0.2,1.2,"92,267",99
1,Canada,A06AB,Contact laxatives,Total,F,"12,175.66",0.2,2.9,"223,803",100
1,Canada,S01LA,Antineovascularization agents,65+,Total,"729,014.29",8.3,1.3,"74,612",1
1,Canada,L01XE,Protein kinase inhibitors,65+,Total,"437,757.15",5,0.2,"11,677",2
1,Canada,L04AB,Tumour necrosis factor alpha (TNF-a) inhibitors,65+,Total,"399,432.82",4.6,0.4,"21,653",3
1,Canada,B01AF,Direct factor Xa inhibitors,65+,Total,"377,365.89",4.3,7.8,"466,638",4
1,Canada,L04AX,Other immunosuppressants,65+,Total,"287,578.02",3.3,0.4,"21,293",5
1,Canada,C10AA,HMG-CoA reductase inhibitors,65+,Total,"250,424.21",2.9,49.3,"2,937,161",6
1,Canada,R03AK,"Adrenergics in combination with corticosteroids or other drugs, excluding anticholinergics",65+,Total,"242,521.41",2.8,6.6,"395,591",7
1,Canada,A10BH,Dipeptidyl peptidase-4 (DPP-4) inhibitors,65+,Total,"202,917.63",2.3,4,"239,117",8
1,Canada,A10BD,Combinations of oral blood glucose–lowering drugs,65+,Total,"189,533.58",2.2,3.5,"210,132",9
1,Canada,A02BC,Proton pump inhibitors,65+,Total,"184,103.84",2.1,31.5,"1,878,078",10
1,Canada,A10AE,"Insulins and analogues for injection, long-acting",65+,Total,"167,641.97",1.9,3.6,"211,576",11
1,Canada,A10BK,Sodium–glucose co-transporter 2 (SGLT2) inhibitors,65+,Total,"157,199.98",1.8,3.5,"208,877",12
1,Canada,L04AA,Selective immunosuppressants,65+,Total,"154,670.54",1.8,0.5,"28,381",13
1,Canada,C08CA,Dihydropyridine derivatives,65+,Total,"141,673.64",1.6,23.2,"1,379,397",14
1,Canada,M05BX,Other drugs affecting bone structure and mineralization,65+,Total,"125,812.09",1.4,3,"180,001",15
1,Canada,R03BB,Anticholinergics,65+,Total,"123,414.24",1.4,6.3,"376,156",16
1,Canada,C09AA,"ACE inhibitors, plain",65+,Total,"114,987.92",1.3,23.4,"1,394,053",17
1,Canada,C09CA,"Angiotensin II receptor blockers (ARBs), plain",65+,Total,"109,884.12",1.3,16.9,"1,006,141",18
1,Canada,J05AP,Antivirals for treatment of HCV infections,65+,Total,"108,481.27",1.2,0,"2,084",19
1,Canada,N06AX,Other antidepressants,65+,Total,"102,719.28",1.2,11.4,"679,396",20
1,Canada,C07AB,"Beta-blocking agents, selective",65+,Total,"97,805.88",1.1,22.4,"1,336,551",21
1,Canada,N03AX,Other antiepileptics,65+,Total,"91,742.85",1,9.3,"553,046",22
1,Canada,L02AE,Gonadotropin-releasing hormone analogues,65+,Total,"88,285.32",1,0.5,"27,428",23
1,Canada,N06AB,Selective serotonin reuptake inhibitors,65+,Total,"82,629.97",0.9,10.7,"639,557",24
1,Canada,L04AC,Interleukin inhibitors,65+,Total,"80,480.01",0.9,0.1,"5,483",25
1,Canada,H03AA,Thyroid hormones,65+,Total,"75,805.59",0.9,18.6,"1,105,253",26
1,Canada,M05BA,Bisphosphonates,65+,Total,"74,513.14",0.9,7,"418,023",27
1,Canada,N02AA,Natural opium alkaloids,65+,Total,"72,962.61",0.8,7.9,"473,193",28
1,Canada,B03XA,Other antianemic preparations,65+,Total,"71,760.10",0.8,0.2,"14,147",29
1,Canada,L02BX,Other hormone antagonists and related agents,65+,Total,"70,521.94",0.8,0.1,"4,476",30
1,Canada,G04BD,Drugs for urinary frequency and incontinence,65+,Total,"64,835.56",0.7,3.7,"219,435",31
1,Canada,G04CA,Alpha-adrenoreceptor antagonists,65+,Total,"64,185.58",0.7,10,"598,250",32
1,Canada,A10AB,"Insulins and analogues for injection, fast-acting",65+,Total,"61,833.39",0.7,2.3,"134,625",33
1,Canada,B01AC,"Platelet aggregation inhibitors, excluding heparin",65+,Total,"61,625.93",0.7,5.5,"325,956",34
1,Canada,R03BA,Glucocorticoids,65+,Total,"59,264.05",0.7,5.5,"325,836",35
1,Canada,S01EE,Prostaglandin analogues,65+,Total,"57,845.00",0.7,4.7,"277,076",36
1,Canada,L02BB,Antiandrogens,65+,Total,"56,757.41",0.6,0.3,"16,331",37
1,Canada,S01ED,Beta-blocking agents,65+,Total,"52,484.88",0.6,4.5,"267,491",38
1,Canada,H01CB,Somatostatin and analogues,65+,Total,"51,697.92",0.6,0.1,"3,300",39
1,Canada,L03AA,Colony-stimulating factors,65+,Total,"51,611.35",0.6,0.2,"10,604",40
1,Canada,A10BA,Biguanides,65+,Total,"51,526.35",0.6,14.2,"848,541",41
1,Canada,B01AB,Heparin group,65+,Total,"50,363.67",0.6,0.8,"49,716",42
1,Canada,C08DB,Benzothiazepine derivatives,65+,Total,"49,198.97",0.6,3.4,"203,340",43
1,Canada,N05AX,Other antipsychotics,65+,Total,"48,158.31",0.6,1.7,"102,043",44
1,Canada,R03AL,"Adrenergics in combination with anticholinergics, including triple combinations with corticosteroids",65+,Total,"47,385.68",0.5,1.7,"102,488",45
1,Canada,N04BA,Dopa and dopa derivatives,65+,Total,"46,221.83",0.5,1.2,"73,737",46
1,Canada,C09DX,"Angiotensin II receptor blockers (ARBs), other combinations",65+,Total,"45,302.76",0.5,0.4,"22,427",47
1,Canada,A11CC,Vitamin D and analogues,65+,Total,"44,686.91",0.5,8.9,"531,695",48
1,Canada,R03DX,Other systemic drugs for obstructive airway diseases,65+,Total,"42,591.69",0.5,0,"2,774",49
1,Canada,C03CA,"Sulfonamides, plain",65+,Total,"41,932.93",0.5,9.4,"562,479",50
1,Canada,N05AH,"Diazepines, oxazepines, thiazepines and oxepines",65+,Total,"41,446.94",0.5,3.6,"214,129",51
1,Canada,N06DA,Anticholinesterases,65+,Total,"40,930.27",0.5,2.2,"128,821",52
1,Canada,B01AE,Direct thrombin inhibitors,65+,Total,"38,267.97",0.4,0.7,"42,885",53
1,Canada,R03AC,Selective beta-2-adrenoreceptor agonists,65+,Total,"36,187.41",0.4,13.3,"793,512",54
1,Canada,C09DA,Angiotensin II receptor blockers (ARBs) and diuretics,65+,Total,"35,938.64",0.4,6.2,"367,368",55
1,Canada,C10AX,Other lipid-modifying agents,65+,Total,"34,938.18",0.4,3.7,"218,999",56
1,Canada,A07EC,Aminosalicylic acid and similar agents,65+,Total,"34,449.49",0.4,0.8,"49,366",57
1,Canada,N02BA,Salicylic acid and derivatives,65+,Total,"34,112.35",0.4,6.7,"401,524",58
1,Canada,N05BA,Benzodiazepine derivatives,65+,Total,"34,088.53",0.4,10.5,"627,113",59
1,Canada,M03AX,"Other muscle relaxants, peripherally acting agents",65+,Total,"33,425.07",0.4,0.3,"16,582",60
1,Canada,G03CA,"Natural and semisynthetic estrogens, plain",65+,Total,"31,764.87",0.4,4.2,"250,990",61
1,Canada,C09BA,ACE inhibitors and diuretics,65+,Total,"31,691.07",0.4,4.1,"241,946",62
1,Canada,G04CB,Testosterone-5-alpha reductase inhibitors,65+,Total,"31,626.84",0.4,4.2,"252,432",63
1,Canada,J05AR,"Antivirals for treatment of HIV infections, combinations",65+,Total,"31,290.11",0.4,0.1,"3,353",64
1,Canada,A10BB,Sulfonylureas,65+,Total,"30,107.90",0.3,5.7,"339,918",65
1,Canada,A10BJ,Glucagon-like peptide-1 (GLP-1) analogues,65+,Total,"28,359.41",0.3,0.5,"30,559",66
1,Canada,A12AX,"Calcium, combinations with vitamin D and/or other drugs",65+,Total,"26,422.01",0.3,4.5,"268,979",67
1,Canada,N02BE,Anilides,65+,Total,"25,338.67",0.3,9.6,"574,485",68
1,Canada,L01XC,Monoclonal antibodies,65+,Total,"25,205.47",0.3,0,"2,242",69
1,Canada,C01DA,Organic nitrates,65+,Total,"24,022.89",0.3,5,"298,898",70
1,Canada,L04AD,Calcineurin inhibitors,65+,Total,"23,991.76",0.3,0.1,"8,398",71
1,Canada,A10AD,"Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting",65+,Total,"23,596.12",0.3,0.6,"37,283",72
1,Canada,R01AD,Corticosteroids,65+,Total,"23,270.58",0.3,7.9,"473,043",73
1,Canada,N06AA,Non-selective monoamine reuptake inhibitors,65+,Total,"22,524.15",0.3,3.8,"225,798",74
1,Canada,N02AJ,Opioids in combination with non-opioid analgesics,65+,Total,"22,275.50",0.3,8.9,"531,590",75
1,Canada,M04AA,Preparations inhibiting uric acid production,65+,Total,"20,792.04",0.2,4.6,"272,112",76
1,Canada,L01XX,Other antineoplastic agents,65+,Total,"19,996.16",0.2,0.2,"9,817",77
1,Canada,H02AB,Glucocorticoids,65+,Total,"18,943.74",0.2,11,"652,749",78
1,Canada,B03AA,"Iron bivalent, oral preparations",65+,Total,"18,783.14",0.2,4.4,"261,654",79
1,Canada,C03AA,"Thiazides, plain",65+,Total,"18,222.07",0.2,9.4,"561,901",80
1,Canada,C02KX,Antihypertensives for pulmonary arterial hypertension,65+,Total,"18,149.56",0.2,0,787,81
1,Canada,A12AA,Calcium,65+,Total,"17,766.81",0.2,3.7,"219,034",82
1,Canada,D07AC,"Corticosteroids, potent (group III)",65+,Total,"17,748.37",0.2,10.2,"608,040",83
1,Canada,B01AA,Vitamin K antagonists,65+,Total,"16,586.71",0.2,2.8,"165,773",84
1,Canada,A10AC,"Insulins and analogues for injection, intermediate-acting",65+,Total,"15,045.77",0.2,0.8,"50,054",85
1,Canada,V03AE,Drugs for treatment of hyperkalemia and hyperphosphatemia,65+,Total,"15,022.99",0.2,0.5,"29,418",86
1,Canada,A02BA,H2-receptor antagonists,65+,Total,"14,482.08",0.2,3.9,"230,446",87
1,Canada,A06AB,Contact laxatives,65+,Total,"14,410.82",0.2,5.1,"302,315",88
1,Canada,C03DA,Aldosterone antagonists,65+,Total,"14,073.68",0.2,2.7,"160,177",89
1,Canada,B03BA,Vitamin B12 (cyanocobalamin and analogues),65+,Total,"13,820.14",0.2,3.8,"226,514",90
1,Canada,L01BA,Folic acid analogues,65+,Total,"13,736.19",0.2,1.3,"75,868",91
1,Canada,L02BG,Aromatase inhibitors,65+,Total,"13,694.62",0.2,0.7,"39,342",92
1,Canada,A06AA,"Softeners, emollients",65+,Total,"13,657.09",0.2,3.5,"211,312",93
1,Canada,V06DB,"Fats/carbohydrates/proteins/minerals/vitamins, combinations",65+,Total,"13,438.65",0.2,0.2,"11,794",94
1,Canada,A06AD,Osmotically acting laxatives,65+,Total,"13,225.09",0.2,4.1,"243,622",95
1,Canada,S01EC,Carbonic anhydrase inhibitors,65+,Total,"12,963.45",0.1,1.4,"81,254",96
1,Canada,A07AA,Antibiotics,65+,Total,"12,570.79",0.1,1.3,"79,012",97
1,Canada,S01XA,Other ophthalmologicals,65+,Total,"12,559.32",0.1,1.3,"78,738",98
1,Canada,C07AG,Alpha- and beta-blocking agents,65+,Total,"12,166.30",0.1,0.9,"55,315",99
1,Canada,J05AB,"Nucleosides and nucleotides, excluding reverse transcriptase inhibitors",65+,Total,"12,139.60",0.1,3,"176,565",100
1,Canada,S01LA,Antineovascularization agents,65+,M,"305,273.64",7.3,1.2,"31,765",1
1,Canada,L01XE,Protein kinase inhibitors,65+,M,"219,469.51",5.3,0.2,"5,850",2
1,Canada,B01AF,Direct factor Xa inhibitors,65+,M,"189,815.69",4.5,8.8,"236,499",3
1,Canada,L04AB,Tumour necrosis factor alpha (TNF-a) inhibitors,65+,M,"172,579.44",4.1,0.3,"8,729",4
1,Canada,L04AX,Other immunosuppressants,65+,M,"171,678.28",4.1,0.4,"9,792",5
1,Canada,C10AA,HMG-CoA reductase inhibitors,65+,M,"125,089.13",3,57.6,"1,553,501",6
1,Canada,A10BD,Combinations of oral blood glucose–lowering drugs,65+,M,"110,470.91",2.6,4.6,"123,042",7
1,Canada,R03AK,"Adrenergics in combination with corticosteroids or other drugs, excluding anticholinergics",65+,M,"106,707.81",2.6,6.3,"169,119",8
1,Canada,A10BH,Dipeptidyl peptidase-4 (DPP-4) inhibitors,65+,M,"103,472.86",2.5,4.6,"123,724",9
1,Canada,A10BK,Sodium–glucose co-transporter 2 (SGLT2) inhibitors,65+,M,"96,206.53",2.3,4.7,"127,819",10
1,Canada,A10AE,"Insulins and analogues for injection, long-acting",65+,M,"94,615.60",2.3,4.3,"115,484",11
1,Canada,L02AE,Gonadotropin-releasing hormone analogues,65+,M,"88,211.72",2.1,1,"27,397",12
1,Canada,A02BC,Proton pump inhibitors,65+,M,"72,753.71",1.7,29.3,"789,188",13
1,Canada,J05AP,Antivirals for treatment of HCV infections,65+,M,"72,648.42",1.7,0.1,"1,395",14
1,Canada,L02BX,Other hormone antagonists and related agents,65+,M,**,**,**,**,15
1,Canada,G04CA,Alpha-adrenoreceptor antagonists,65+,M,"61,717.10",1.5,21.4,"576,457",16
1,Canada,R03BB,Anticholinergics,65+,M,"60,384.97",1.4,6.8,"183,089",17
1,Canada,C08CA,Dihydropyridine derivatives,65+,M,"60,315.32",1.4,23.4,"630,222",18
1,Canada,C09AA,"ACE inhibitors, plain",65+,M,"57,629.47",1.4,28,"754,944",19
1,Canada,L02BB,Antiandrogens,65+,M,"56,741.44",1.4,0.6,"16,310",20
1,Canada,L04AA,Selective immunosuppressants,65+,M,"56,116.51",1.3,0.4,"11,394",21
1,Canada,C07AB,"Beta-blocking agents, selective",65+,M,"44,880.02",1.1,25.2,"678,488",22
1,Canada,C09CA,"Angiotensin II receptor blockers (ARBs), plain",65+,M,"42,945.75",1,15.8,"425,212",23
1,Canada,B03XA,Other antianemic preparations,65+,M,"39,612.54",0.9,0.3,"7,339",24
1,Canada,N03AX,Other antiepileptics,65+,M,"36,391.84",0.9,8.1,"217,182",25
1,Canada,L04AC,Interleukin inhibitors,65+,M,"36,348.50",0.9,0.1,"2,276",26
1,Canada,A10AB,"Insulins and analogues for injection, fast-acting",65+,M,"35,309.46",0.8,2.7,"72,808",27
1,Canada,C09DX,"Angiotensin II receptor blockers (ARBs), other combinations",65+,M,"33,628.35",0.8,0.6,"16,637",28
1,Canada,N06AX,Other antidepressants,65+,M,"32,831.67",0.8,8.7,"234,935",29
1,Canada,B01AC,"Platelet aggregation inhibitors, excluding heparin",65+,M,"32,503.40",0.8,6.9,"186,704",30
1,Canada,G04CB,Testosterone-5-alpha reductase inhibitors,65+,M,"31,550.18",0.8,9.3,"251,466",31
1,Canada,N02AA,Natural opium alkaloids,65+,M,"30,861.67",0.7,7.4,"200,369",32
1,Canada,J05AR,"Antivirals for treatment of HIV infections, combinations",65+,M,"27,416.63",0.7,0.1,"2,940",33
1,Canada,N04BA,Dopa and dopa derivatives,65+,M,"27,335.58",0.7,1.5,"41,401",34
1,Canada,H01CB,Somatostatin and analogues,65+,M,"26,499.51",0.6,0.1,"1,516",35
1,Canada,A10BA,Biguanides,65+,M,"26,081.42",0.6,17.1,"461,583",36
1,Canada,B01AB,Heparin group,65+,M,"25,756.95",0.6,0.8,"22,527",37
1,Canada,N06AB,Selective serotonin reuptake inhibitors,65+,M,"25,535.47",0.6,7.5,"202,476",38
1,Canada,R03AL,"Adrenergics in combination with anticholinergics, including triple combinations with corticosteroids",65+,M,"25,081.12",0.6,2,"52,931",39
1,Canada,S01EE,Prostaglandin analogues,65+,M,"24,455.80",0.6,4.5,"121,899",40
1,Canada,L03AA,Colony-stimulating factors,65+,M,"23,708.34",0.6,0.2,"4,781",41
1,Canada,R03BA,Glucocorticoids,65+,M,"23,620.85",0.6,4.7,"126,065",42
1,Canada,G04BD,Drugs for urinary frequency and incontinence,65+,M,"23,447.47",0.6,2.9,"77,683",43
1,Canada,S01ED,Beta-blocking agents,65+,M,"23,315.13",0.6,4.6,"123,249",44
1,Canada,B01AE,Direct thrombin inhibitors,65+,M,"21,706.27",0.5,0.9,"24,836",45
1,Canada,C08DB,Benzothiazepine derivatives,65+,M,"19,365.64",0.5,3.1,"82,636",46
1,Canada,R03DX,Other systemic drugs for obstructive airway diseases,65+,M,"19,188.46",0.5,0,"1,209",47
1,Canada,H03AA,Thyroid hormones,65+,M,"18,971.77",0.5,10.6,"286,783",48
1,Canada,N05AX,Other antipsychotics,65+,M,"18,926.48",0.5,1.4,"37,383",49
1,Canada,C10AX,Other lipid-modifying agents,65+,M,"18,737.43",0.4,4.5,"121,332",50
1,Canada,N02BA,Salicylic acid and derivatives,65+,M,"17,375.35",0.4,8.1,"217,960",51
1,Canada,N05AH,"Diazepines, oxazepines, thiazepines and oxepines",65+,M,"17,250.30",0.4,3.2,"87,367",52
1,Canada,C03CA,"Sulfonamides, plain",65+,M,"17,238.82",0.4,9.3,"252,147",53
1,Canada,M05BX,Other drugs affecting bone structure and mineralization,65+,M,"17,020.14",0.4,0.6,"15,173",54
1,Canada,A07EC,Aminosalicylic acid and similar agents,65+,M,"16,795.67",0.4,0.8,"22,567",55
1,Canada,C09BA,ACE inhibitors and diuretics,65+,M,"16,176.65",0.4,4.7,"125,484",56
1,Canada,A10BJ,Glucagon-like peptide-1 (GLP-1) analogues,65+,M,"16,089.02",0.4,0.6,"16,985",57
1,Canada,R03AC,Selective beta-2-adrenoreceptor agonists,65+,M,"16,003.23",0.4,12.2,"329,067",58
1,Canada,A10BB,Sulfonylureas,65+,M,"15,875.49",0.4,7.1,"191,296",59
1,Canada,A11CC,Vitamin D and analogues,65+,M,"14,972.50",0.4,6.1,"164,552",60
1,Canada,L04AD,Calcineurin inhibitors,65+,M,"14,907.39",0.4,0.2,"5,239",61
1,Canada,M05BA,Bisphosphonates,65+,M,"14,891.53",0.4,2.8,"75,263",62
1,Canada,N06DA,Anticholinesterases,65+,M,"14,857.06",0.4,1.8,"49,448",63
1,Canada,C09DA,Angiotensin II receptor blockers (ARBs) and diuretics,65+,M,"14,513.28",0.3,5.8,"157,070",64
1,Canada,M04AA,Preparations inhibiting uric acid production,65+,M,"13,682.28",0.3,7.1,"192,813",65
1,Canada,A10AD,"Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting",65+,M,"11,901.89",0.3,0.7,"18,578",66
1,Canada,M03AX,"Other muscle relaxants, peripherally acting agents",65+,M,"11,554.13",0.3,0.2,"5,222",67
1,Canada,C01DA,Organic nitrates,65+,M,"11,454.55",0.3,6.1,"164,135",68
1,Canada,N05BA,Benzodiazepine derivatives,65+,M,"10,896.45",0.3,7.6,"204,386",69
1,Canada,R01AD,Corticosteroids,65+,M,"10,422.73",0.2,7.4,"199,686",70
1,Canada,G03BA,3-oxoandrosten (4) derivatives,65+,M,"10,108.25",0.2,0.9,"23,378",71
1,Canada,N02AJ,Opioids in combination with non-opioid analgesics,65+,M,"9,687.02",0.2,9.2,"246,897",72
1,Canada,D07AC,"Corticosteroids, potent (group III)",65+,M,"8,913.92",0.2,10.4,"280,489",73
1,Canada,V03AE,Drugs for treatment of hyperkalemia and hyperphosphatemia,65+,M,"8,832.90",0.2,0.6,"16,981",74
1,Canada,L01XX,Other antineoplastic agents,65+,M,"8,644.10",0.2,0.2,"4,116",75
1,Canada,N02BE,Anilides,65+,M,"8,150.63",0.2,8,"215,458",76
1,Canada,L01XC,Monoclonal antibodies,65+,M,"8,107.40",0.2,0,765,77
1,Canada,B01AA,Vitamin K antagonists,65+,M,"8,106.44",0.2,3.4,"91,141",78
1,Canada,V06DB,"Fats/carbohydrates/proteins/minerals/vitamins, combinations",65+,M,"8,056.78",0.2,0.2,"6,376",79
1,Canada,A10AC,"Insulins and analogues for injection, intermediate-acting",65+,M,"8,055.47",0.2,1,"27,170",80
1,Canada,H02AB,Glucocorticoids,65+,M,"7,916.34",0.2,10.5,"283,002",81
1,Canada,J05AX,Other antivirals,65+,M,"7,833.43",0.2,0,"1,006",82
1,Canada,C03DA,Aldosterone antagonists,65+,M,"7,623.26",0.2,3,"81,576",83
1,Canada,B03AA,"Iron bivalent, oral preparations",65+,M,"7,515.65",0.2,4.2,"112,276",84
1,Canada,C07AG,Alpha- and beta-blocking agents,65+,M,"6,809.26",0.2,1.2,"32,381",85
1,Canada,N06AA,Non-selective monoamine reuptake inhibitors,65+,M,"6,704.88",0.2,2.5,"68,540",86
1,Canada,D05AX,Other antipsoriatics for topical use,65+,M,"6,464.75",0.2,0.9,"24,339",87
1,Canada,C03AA,"Thiazides, plain",65+,M,"6,399.51",0.2,8,"216,302",88
1,Canada,A07AA,Antibiotics,65+,M,"5,899.98",0.1,1.1,"29,702",89
1,Canada,S01EC,Carbonic anhydrase inhibitors,65+,M,"5,888.70",0.1,1.4,"38,001",90
1,Canada,A06AB,Contact laxatives,65+,M,"5,884.27",0.1,4.9,"133,017",91
1,Canada,B03BA,Vitamin B12 (cyanocobalamin and analogues),65+,M,"5,836.32",0.1,3.5,"94,403",92
1,Canada,J05AB,"Nucleosides and nucleotides, excluding reverse transcriptase inhibitors",65+,M,"5,485.55",0.1,2.4,"63,435",93
1,Canada,A06AD,Osmotically acting laxatives,65+,M,"5,458.59",0.1,3.8,"103,542",94
1,Canada,A02BA,H2-receptor antagonists,65+,M,"5,423.48",0.1,3.3,"88,909",95
