Sort code,Jurisdiction,Drug class code,Drug class,Age group,Sex ," TPS
($ 000) ","Proportion 
of TPS (%)","Rate of 
use (%)",Number of active beneficiaries,Rank
1,Canada,A07EC,Aminosalicylic acid and similar agents,Total,F,"24,333.52",0.4,0.7,"47,232",62
1,Canada,B01AE,Direct thrombin inhibitors,Total,F,"23,402.45",0.3,0.4,"23,823",63
1,Canada,N02BA,Salicylic acid and derivatives,Total,F,"22,493.42",0.3,3.7,"251,698",64
1,Canada,N02BE,Anilides,Total,F,"22,253.08",0.3,7.7,"520,300",65
1,Canada,L04AD,Calcineurin inhibitors,Total,F,"22,219.75",0.3,0.1,"7,291",66
1,Canada,R01AD,Corticosteroids,Total,F,"21,993.62",0.3,7.5,"510,637",67
1,Canada,A10BB,Sulfonylureas,Total,F,"21,217.10",0.3,3.1,"211,359",68
1,Canada,N03AE,Benzodiazepine derivatives,Total,F,"20,228.16",0.3,3.3,"221,481",69
1,Canada,C02KX,Antihypertensives for pulmonary arterial hypertension,Total,F,"19,250.04",0.3,0.0,879,70
1,Canada,N04BA,Dopa and dopa derivatives,Total,F,"19,004.18",0.3,0.5,"35,956",71
1,Canada,N07BA,Drugs used in nicotine dependence,Total,F,"18,514.04",0.3,1.7,"116,243",72
1,Canada,A02BA,H2-receptor antagonists,Total,F,"18,224.73",0.3,3.9,"262,227",73
1,Canada,A10AD,"Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting",Total,F,"17,570.71",0.3,0.4,"29,298",74
1,Canada,G03AA,"Progestogens and estrogens, fixed combinations",Total,F,"17,333.93",0.3,5.5,"373,075",75
1,Canada,A04AD,Other antiemetics,Total,F,"17,031.48",0.2,0.5,"31,042",76
1,Canada,N02AB,Phenylpiperidine derivatives,Total,F,"16,799.88",0.2,0.4,"26,945",77
1,Canada,M01AE,Propionic acid derivatives,Total,F,"16,022.92",0.2,10.0,"682,482",78
1,Canada,B03AA,"Iron bivalent, oral preparations",Total,F,"15,952.30",0.2,3.9,"264,622",79
1,Canada,C03AA,"Thiazides, plain",Total,F,"15,843.51",0.2,6.9,"465,435",80
1,Canada,L02BG,Aromatase inhibitors,Total,F,"15,834.49",0.2,0.7,"45,079",81
1,Canada,M03BX,Other centrally acting agents,Total,F,"15,785.64",0.2,4.0,"272,066",82
1,Canada,C01DA,Organic nitrates,Total,F,"15,663.66",0.2,2.6,"175,109",83
1,Canada,A12AA,Calcium,Total,F,"15,617.12",0.2,3.1,"210,716",84
1,Canada,N02CC,Selective serotonin (5HT1) agonists,Total,F,"15,613.07",0.2,1.2,"83,497",85
1,Canada,H02AB,Glucocorticoids,Total,F,"15,277.94",0.2,9.0,"609,453",86
1,Canada,A16AB,Enzymes,Total,F,"15,022.63",0.2,0.0,32,87
1,Canada,R03AL,"Adrenergics in combination with anticholinergics, including triple combinations with corticosteroids",Total,F,"14,867.30",0.2,0.6,"39,301",88
1,Canada,J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors,Total,F,"14,766.82",0.2,0.1,"4,433",89
1,Canada,V06DB,"Fats/carbohydrates/proteins/minerals/vitamins, combinations",Total,F,"14,474.03",0.2,0.1,"9,878",90
1,Canada,C10AX,Other lipid-modifying agents,Total,F,"14,334.66",0.2,1.5,"102,306",91
1,Canada,D07AC,"Corticosteroids, potent (group III)",Total,F,"14,027.79",0.2,8.6,"587,662",92
1,Canada,N03AG,Fatty acid derivatives,Total,F,"13,938.29",0.2,0.7,"47,245",93
1,Canada,A06AA,"Softeners, emollients",Total,F,"13,621.26",0.2,3.0,"200,518",94
1,Canada,A10AC,"Insulins and analogues for injection, intermediate-acting",Total,F,"13,359.96",0.2,0.7,"46,417",95
1,Canada,B01AA,Vitamin K antagonists,Total,F,"13,069.53",0.2,1.7,"116,577",96
1,Canada,J01CA,Penicillins with extended spectrum,Total,F,"12,729.21",0.2,14.9,"1,009,022",97
1,Canada,L01BA,Folic acid analogues,Total,F,"12,348.73",0.2,1.1,"73,724",98
1,Canada,J05AB,"Nucleosides and nucleotides, excluding reverse transcriptase inhibitors",Total,F,"12,301.32",0.2,3.6,"243,425",99
1,Canada,J01FA,Macrolides,Total,F,"12,224.96",0.2,9.7,"657,653",100
1,Canada,S01LA,Antineovascularization agents,65+,Total,"580,204.30",7.5,1.1,"62,599",1
1,Canada,L04AB,Tumour necrosis factor alpha (TNF-a) inhibitors,65+,Total,"340,159.90",4.4,0.3,"18,363",2
1,Canada,C10AA,HMG-CoA reductase inhibitors,65+,Total,"309,645.10",4.0,48.7,"2,710,331",3
1,Canada,B01AF,Direct factor Xa inhibitors,65+,Total,"254,868.70",3.3,6.0,"336,226",4
1,Canada,R03AK,"Adrenergics in combination with corticosteroids or other drugs, excluding anticholinergics",65+,Total,"234,571.80",3.0,6.9,"386,233",5
1,Canada,L01XE,Protein kinase inhibitors,65+,Total,"224,822.40",2.9,0.1,"7,387",6
1,Canada,A02BC,Proton pump inhibitors,65+,Total,"207,794.00",2.7,31.5,"1,756,496",7
1,Canada,C09AA,"ACE inhibitors, plain",65+,Total,"202,475.50",2.6,24.2,"1,347,126",8
1,Canada,L04AX,Other immunosuppressants,65+,Total,"201,325.00",2.6,0.3,"16,154",9
1,Canada,A10BH,Dipeptidyl peptidase-4 (DPP-4) inhibitors,65+,Total,"166,828.60",2.2,3.7,"204,229",10
1,Canada,C08CA,Dihydropyridine derivatives,65+,Total,"161,044.70",2.1,22.2,"1,237,190",11
1,Canada,A10AE,"Insulins and analogues for injection, long-acting",65+,Total,"133,420.20",1.7,3.0,"169,668",12
1,Canada,A10BD,Combinations of oral blood glucose–lowering drugs,65+,Total,"132,262.20",1.7,2.7,"153,068",13
1,Canada,J05AP,Antivirals for treatment of HCV infections,65+,Total,"130,129.80",1.7,0.0,"2,272",14
1,Canada,R03BB,Anticholinergics,65+,Total,"124,403.60",1.6,6.7,"374,953",15
1,Canada,C09CA,"Angiotensin II antagonists, plain",65+,Total,"108,933.50",1.4,15.9,"884,152",16
1,Canada,C07AB,"Beta-blocking agents, selective",65+,Total,"99,645.92",1.3,23.1,"1,287,557",17
1,Canada,N03AX,Other antiepileptics,65+,Total,"98,168.65",1.3,8.5,"474,075",18
1,Canada,L04AA,Selective immunosuppressants,65+,Total,"95,136.50",1.2,0.4,"20,969",19
1,Canada,N06AX,Other antidepressants,65+,Total,"93,206.83",1.2,10.6,"588,869",20
1,Canada,N06AB,Selective serotonin reuptake inhibitors,65+,Total,"90,344.07",1.2,10.6,"589,683",21
1,Canada,M05BX,Other drugs affecting bone structure and mineralization,65+,Total,"88,101.86",1.1,2.3,"127,423",22
1,Canada,L02AE,Gonadotropin-releasing hormone analogues,65+,Total,"81,930.86",1.1,0.5,"25,588",23
1,Canada,N02AA,Natural opium alkaloids,65+,Total,"81,596.99",1.1,8.0,"447,413",24
1,Canada,M05BA,Bisphosphonates,65+,Total,"77,236.23",1.0,7.4,"411,049",25
1,Canada,H03AA,Thyroid hormones,65+,Total,"71,564.50",0.9,18.9,"1,052,050",26
1,Canada,A10BK,Sodium–glucose co-transporter 2 (SGLT2) inhibitors,65+,Total,"71,382.19",0.9,1.8,"100,019",27
1,Canada,B03XA,Other antianemic preparations,65+,Total,"64,558.52",0.8,0.2,"13,457",28
1,Canada,B01AC,"Platelet aggregation inhibitors, excluding heparin",65+,Total,"62,197.64",0.8,5.6,"311,426",29
1,Canada,B01AB,Heparin group,65+,Total,"59,819.88",0.8,1.0,"54,821",30
1,Canada,A10BA,Biguanides,65+,Total,"58,707.81",0.8,14.6,"812,831",31
1,Canada,G04CA,Alpha-adrenoreceptor antagonists,65+,Total,"57,337.62",0.7,9.6,"533,735",32
1,Canada,A10AB,"Insulins and analogues for injection, fast-acting",65+,Total,"56,302.95",0.7,2.2,"124,570",33
1,Canada,L02BX,Other hormone antagonists and related agents,65+,Total,"56,053.35",0.7,0.1,"3,608",34
1,Canada,R03BA,Glucocorticoids,65+,Total,"55,774.41",0.7,5.5,"308,101",35
1,Canada,N06DA,Anticholinesterases,65+,Total,"54,605.20",0.7,2.5,"138,856",36
1,Canada,N05AX,Other antipsychotics,65+,Total,"53,855.13",0.7,1.7,"94,109",37
1,Canada,S01EE,Prostaglandin analogues,65+,Total,"53,165.38",0.7,4.8,"268,786",38
1,Canada,B01AE,Direct thrombin inhibitors,65+,Total,"50,698.09",0.7,0.9,"52,459",39
1,Canada,S01ED,Beta-blocking agents,65+,Total,"49,901.04",0.6,4.4,"247,248",40
1,Canada,C08DB,Benzothiazepine derivatives,65+,Total,"49,801.94",0.6,3.7,"203,966",41
1,Canada,G04BD,Drugs for urinary frequency and incontinence,65+,Total,"49,650.17",0.6,3.4,"190,500",42
1,Canada,C09BA,ACE inhibitors and diuretics,65+,Total,"48,384.16",0.6,4.1,"228,060",43
1,Canada,N05AH,"Diazepines, oxazepines, thiazepines and oxepines",65+,Total,"47,891.46",0.6,3.5,"196,583",44
1,Canada,C09DA,Angiotensin II antagonists and diuretics,65+,Total,"46,506.36",0.6,6.8,"379,951",45
1,Canada,L04AC,Interleukin inhibitors,65+,Total,"45,877.35",0.6,0.1,"3,084",46
1,Canada,C03CA,"Sulfonamides, plain",65+,Total,"44,940.39",0.6,9.8,"547,937",47
1,Canada,L03AA,Colony-stimulating factors,65+,Total,"44,526.14",0.6,0.2,"8,453",48
1,Canada,H01CB,Somatostatin and analogues,65+,Total,"43,851.70",0.6,0.1,"2,973",49
1,Canada,L02BB,Antiandrogens,65+,Total,"43,610.00",0.6,0.3,"16,312",50
1,Canada,N04BA,Dopa and dopa derivatives,65+,Total,"40,055.88",0.5,1.3,"70,160",51
1,Canada,A11CC,Vitamin D and analogues,65+,Total,"39,274.86",0.5,8.2,"454,343",52
1,Canada,R03AC,Selective beta-2-adrenoreceptor agonists,65+,Total,"37,527.97",0.5,13.4,"744,669",53
1,Canada,N02BA,Salicylic acid and derivatives,65+,Total,"37,466.15",0.5,8.0,"443,900",54
1,Canada,N05BA,Benzodiazepine derivatives,65+,Total,"36,552.14",0.5,12.1,"672,546",55
1,Canada,G04CB,Testosterone-5-alpha reductase inhibitors,65+,Total,"33,947.86",0.4,4.1,"230,811",56
1,Canada,A10BB,Sulfonylureas,65+,Total,"32,069.40",0.4,6.0,"335,897",57
1,Canada,A07EC,Aminosalicylic acid and similar agents,65+,Total,"29,865.37",0.4,0.8,"44,857",58
1,Canada,A10AD,"Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting",65+,Total,"28,070.81",0.4,0.8,"45,610",59
1,Canada,A12AX,"Calcium, combinations with vitamin D and/or other drugs",65+,Total,"27,466.44",0.4,4.9,"271,169",60
1,Canada,R03AL,"Adrenergics in combination with anticholinergics, including triple combinations with corticosteroids",65+,Total,"27,152.30",0.4,1.2,"65,091",61
1,Canada,C01DA,Organic nitrates,65+,Total,"27,114.07",0.3,5.9,"329,058",62
1,Canada,G03CA,"Natural and semisynthetic estrogens, plain",65+,Total,"26,822.86",0.3,4.2,"233,697",63
1,Canada,C10AX,Other lipid-modifying agents,65+,Total,"25,001.93",0.3,3.4,"191,177",64
1,Canada,M03AX,"Other muscle relaxants, peripherally acting agents",65+,Total,"24,849.70",0.3,0.2,"12,944",65
1,Canada,N02AJ,Opioids in combination with non-opioid analgesics,65+,Total,"23,963.60",0.3,10.5,"585,874",66
1,Canada,N02BE,Anilides,65+,Total,"23,393.29",0.3,9.2,"511,341",67
1,Canada,R01AD,Corticosteroids,65+,Total,"22,839.94",0.3,7.9,"437,477",68
1,Canada,J05AR,"Antivirals for treatment of HIV infections, combinations",65+,Total,"22,388.52",0.3,0.0,"2,442",69
1,Canada,B01AA,Vitamin K antagonists,65+,Total,"22,201.86",0.3,4.0,"221,881",70
1,Canada,N06AA,Non-selective monoamine reuptake inhibitors,65+,Total,"20,340.44",0.3,3.9,"219,292",71
1,Canada,L04AD,Calcineurin inhibitors,65+,Total,"20,044.31",0.3,0.1,"7,186",72
1,Canada,R03DX,Other systemic drugs for obstructive airway diseases,65+,Total,"20,036.67",0.3,0.0,"1,438",73
1,Canada,L01XC,Monoclonal antibodies,65+,Total,"19,476.42",0.3,0.0,"1,794",74
1,Canada,M04AA,Preparations inhibiting uric acid production,65+,Total,"19,456.76",0.3,4.6,"257,205",75
1,Canada,C03AA,"Thiazides, plain",65+,Total,"19,364.04",0.2,10.5,"587,032",76
1,Canada,A02BA,H2-receptor antagonists,65+,Total,"18,437.61",0.2,4.1,"228,339",77
1,Canada,A10AC,"Insulins and analogues for injection, intermediate-acting",65+,Total,"18,070.02",0.2,1.0,"58,226",78
1,Canada,B03AA,"Iron bivalent, oral preparations",65+,Total,"17,506.22",0.2,4.6,"257,756",79
1,Canada,H02AB,Glucocorticoids,65+,Total,"17,332.59",0.2,10.9,"609,217",80
1,Canada,D07AC,"Corticosteroids, potent (group III)",65+,Total,"17,100.48",0.2,10.1,"562,914",81
1,Canada,J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors,65+,Total,"16,177.94",0.2,0.1,"4,496",82
1,Canada,A12AA,Calcium,65+,Total,"16,094.76",0.2,3.5,"197,342",83
1,Canada,A06AA,"Softeners, emollients",65+,Total,"15,518.17",0.2,4.6,"255,778",84
1,Canada,V03AE,Drugs for treatment of hyperkalemia and hyperphosphatemia,65+,Total,"15,214.55",0.2,0.5,"26,812",85
1,Canada,N02AB,Phenylpiperidine derivatives,65+,Total,"14,792.94",0.2,0.5,"26,764",86
1,Canada,C02KX,Antihypertensives for pulmonary arterial hypertension,65+,Total,"14,626.20",0.2,0.0,683,87
1,Canada,A06AB,Contact laxatives,65+,Total,"13,793.27",0.2,5.3,"295,795",88
1,Canada,C07AG,Alpha- and beta-blocking agents,65+,Total,"13,434.78",0.2,0.9,"52,287",89
1,Canada,L02BG,Aromatase inhibitors,65+,Total,"13,297.59",0.2,0.6,"34,381",90
1,Canada,J01MA,Fluoroquinolones,65+,Total,"12,875.66",0.2,10.7,"593,943",91
1,Canada,S01XA,Other ophthalmologicals,65+,Total,"12,768.39",0.2,1.3,"71,545",92
1,Canada,M01AH,Coxibs,65+,Total,"12,760.64",0.2,3.8,"210,053",93
1,Canada,L01BA,Folic acid analogues,65+,Total,"12,439.08",0.2,1.2,"68,599",94
1,Canada,C10AC,Bile acid sequestrants,65+,Total,"12,193.39",0.2,0.7,"38,002",95
1,Canada,A06AD,Osmotically acting laxatives,65+,Total,"12,005.75",0.2,4.0,"220,522",96
1,Canada,C03DA,Aldosterone antagonists,65+,Total,"11,938.28",0.2,2.4,"135,566",97
1,Canada,N03AE,Benzodiazepine derivatives,65+,Total,"11,300.76",0.1,2.8,"156,755",98
1,Canada,V06DB,"Fats/carbohydrates/proteins/minerals/vitamins, combinations",65+,Total,"11,257.73",0.1,0.2,"10,964",99
1,Canada,C10AB,Fibrates,65+,Total,"11,253.52",0.1,1.2,"68,863",100
1,Canada,S01LA,Antineovascularization agents,65+,M,"240,768.90",6.6,1.1,"26,390",1
1,Canada,C10AA,HMG-CoA reductase inhibitors,65+,M,"154,591.10",4.2,56.7,"1,418,802",2
1,Canada,L04AB,Tumour necrosis factor alpha (TNF-a) inhibitors,65+,M,"143,431.80",3.9,0.3,"7,178",3
1,Canada,B01AF,Direct factor Xa inhibitors,65+,M,"126,508.10",3.5,6.7,"167,000",4
1,Canada,L01XE,Protein kinase inhibitors,65+,M,"125,982.30",3.5,0.2,"4,010",5
1,Canada,L04AX,Other immunosuppressants,65+,M,"120,085.60",3.3,0.3,"7,510",6
1,Canada,R03AK,"Adrenergics in combination with corticosteroids or other drugs, excluding anticholinergics",65+,M,"105,011.60",2.9,6.7,"167,770",7
1,Canada,C09AA,"ACE inhibitors, plain",65+,M,"103,562.70",2.8,28.9,"723,298",8
1,Canada,A10BH,Dipeptidyl peptidase-4 (DPP-4) inhibitors,65+,M,"86,245.98",2.4,4.3,"106,551",9
1,Canada,J05AP,Antivirals for treatment of HCV infections,65+,M,"84,402.68",2.3,0.1,"1,474",10
1,Canada,L02AE,Gonadotropin-releasing hormone analogues,65+,M,"81,870.26",2.2,1.0,"25,566",11
1,Canada,A02BC,Proton pump inhibitors,65+,M,"80,531.56",2.2,29.0,"726,004",12
1,Canada,A10BD,Combinations of oral blood glucose–lowering drugs,65+,M,"76,644.01",2.1,3.6,"88,938",13
1,Canada,A10AE,"Insulins and analogues for injection, long-acting",65+,M,"75,272.70",2.1,3.7,"92,430",14
1,Canada,C08CA,Dihydropyridine derivatives,65+,M,"67,716.08",1.9,22.2,"555,987",15
1,Canada,R03BB,Anticholinergics,65+,M,"61,042.85",1.7,7.3,"183,091",16
1,Canada,L02BX,Other hormone antagonists and related agents,65+,M,"56,049.58",1.5,0.1,"3,607",17
1,Canada,G04CA,Alpha-adrenoreceptor antagonists,65+,M,"55,090.79",1.5,20.5,"513,810",18
1,Canada,C07AB,"Beta-blocking agents, selective",65+,M,"44,758.00",1.2,25.7,"643,740",19
1,Canada,L02BB,Antiandrogens,65+,M,"43,593.55",1.2,0.7,"16,291",20
1,Canada,A10BK,Sodium–glucose co-transporter 2 (SGLT2) inhibitors,65+,M,"42,918.26",1.2,2.4,"59,728",21
1,Canada,C09CA,"Angiotensin II antagonists, plain",65+,M,"41,983.12",1.2,14.7,"367,537",22
1,Canada,N03AX,Other antiepileptics,65+,M,"38,340.04",1.1,7.3,"182,131",23
1,Canada,L04AA,Selective immunosuppressants,65+,M,"35,066.22",1.0,0.3,"8,385",24
1,Canada,B03XA,Other antianemic preparations,65+,M,"34,505.94",0.9,0.3,"6,882",25
1,Canada,G04CB,Testosterone-5-alpha reductase inhibitors,65+,M,"33,888.26",0.9,9.2,"230,108",26
1,Canada,B01AC,"Platelet aggregation inhibitors, excluding heparin",65+,M,"33,571.49",0.9,7.0,"175,321",27
1,Canada,N02AA,Natural opium alkaloids,65+,M,"33,358.45",0.9,7.4,"185,823",28
1,Canada,A10AB,"Insulins and analogues for injection, fast-acting",65+,M,"32,289.81",0.9,2.7,"67,473",29
1,Canada,B01AB,Heparin group,65+,M,"30,110.08",0.8,1.0,"24,891",30
1,Canada,A10BA,Biguanides,65+,M,"29,649.15",0.8,17.5,"437,294",31
1,Canada,N06AX,Other antidepressants,65+,M,"29,176.47",0.8,8.0,"200,847",32
1,Canada,B01AE,Direct thrombin inhibitors,65+,M,"27,946.76",0.8,1.2,"29,463",33
1,Canada,N06AB,Selective serotonin reuptake inhibitors,65+,M,"27,320.08",0.7,7.4,"184,281",34
1,Canada,C09BA,ACE inhibitors and diuretics,65+,M,"24,651.34",0.7,4.7,"116,673",35
1,Canada,N04BA,Dopa and dopa derivatives,65+,M,"22,909.44",0.6,1.5,"38,740",36
1,Canada,H01CB,Somatostatin and analogues,65+,M,"22,207.38",0.6,0.1,"1,364",37
1,Canada,S01EE,Prostaglandin analogues,65+,M,"22,108.46",0.6,4.7,"116,455",38
1,Canada,R03BA,Glucocorticoids,65+,M,"21,969.77",0.6,4.7,"117,662",39
1,Canada,S01ED,Beta-blocking agents,65+,M,"21,766.50",0.6,4.5,"111,546",40
1,Canada,N05AX,Other antipsychotics,65+,M,"20,237.04",0.6,1.4,"33,990",41
1,Canada,L04AC,Interleukin inhibitors,65+,M,"19,928.39",0.5,0.0,"1,227",42
1,Canada,L03AA,Colony-stimulating factors,65+,M,"19,712.32",0.5,0.1,"3,618",43
1,Canada,J05AR,"Antivirals for treatment of HIV infections, combinations",65+,M,"19,643.71",0.5,0.1,"2,124",44
1,Canada,C08DB,Benzothiazepine derivatives,65+,M,"19,599.45",0.5,3.3,"82,971",45
1,Canada,N05AH,"Diazepines, oxazepines, thiazepines and oxepines",65+,M,"19,458.22",0.5,3.1,"78,607",46
1,Canada,N06DA,Anticholinesterases,65+,M,"19,443.57",0.5,2.1,"52,641",47
1,Canada,C09DA,Angiotensin II antagonists and diuretics,65+,M,"18,720.68",0.5,6.4,"159,860",48
1,Canada,N02BA,Salicylic acid and derivatives,65+,M,"18,597.58",0.5,9.4,"236,425",49
1,Canada,C03CA,"Sulfonamides, plain",65+,M,"18,283.85",0.5,9.6,"241,635",50
1,Canada,H03AA,Thyroid hormones,65+,M,"17,586.51",0.5,10.8,"270,224",51
1,Canada,G04BD,Drugs for urinary frequency and incontinence,65+,M,"17,358.64",0.5,2.6,"64,489",52
1,Canada,A10BB,Sulfonylureas,65+,M,"16,771.04",0.5,7.5,"187,010",53
1,Canada,R03AC,Selective beta-2-adrenoreceptor agonists,65+,M,"16,669.61",0.5,12.3,"308,908",54
1,Canada,M05BA,Bisphosphonates,65+,M,"14,795.51",0.4,2.8,"70,685",55
1,Canada,R03AL,"Adrenergics in combination with anticholinergics, including triple combinations with corticosteroids",65+,M,"14,677.43",0.4,1.4,"34,009",56
1,Canada,A07EC,Aminosalicylic acid and similar agents,65+,M,"14,396.98",0.4,0.8,"20,412",57
1,Canada,A10AD,"Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting",65+,M,"14,243.02",0.4,0.9,"22,671",58
1,Canada,C10AX,Other lipid-modifying agents,65+,M,"12,961.17",0.4,4.2,"104,436",59
1,Canada,M04AA,Preparations inhibiting uric acid production,65+,M,"12,676.33",0.3,7.2,"180,250",60
1,Canada,A11CC,Vitamin D and analogues,65+,M,"12,653.63",0.3,5.4,"134,139",61
1,Canada,L04AD,Calcineurin inhibitors,65+,M,"12,590.59",0.3,0.2,"4,493",62
1,Canada,C01DA,Organic nitrates,65+,M,"12,550.20",0.3,7.0,"176,184",63
1,Canada,N05BA,Benzodiazepine derivatives,65+,M,"11,332.20",0.3,8.7,"217,560",64
1,Canada,B01AA,Vitamin K antagonists,65+,M,"10,490.46",0.3,4.8,"119,178",65
1,Canada,G03BA,3-oxoandrosten (4) derivatives,65+,M,"10,391.11",0.3,0.9,"21,792",66
1,Canada,J05AF,Nucleoside and nucleotide reverse transcriptase inhibitors,65+,M,"10,372.01",0.3,0.1,"2,888",67
1,Canada,R01AD,Corticosteroids,65+,M,"10,178.58",0.3,7.3,"183,915",68
1,Canada,N02AJ,Opioids in combination with non-opioid analgesics,65+,M,"10,137.03",0.3,10.8,"270,816",69
1,Canada,M05BX,Other drugs affecting bone structure and mineralization,65+,M,"9,745.80",0.3,0.2,"4,585",70
1,Canada,A10AC,"Insulins and analogues for injection, intermediate-acting",65+,M,"9,590.51",0.3,1.2,"31,214",71
1,Canada,R03DX,Other systemic drugs for obstructive airway diseases,65+,M,"9,343.20",0.3,0.0,633,72
1,Canada,V03AE,Drugs for treatment of hyperkalemia and hyperphosphatemia,65+,M,"8,970.11",0.2,0.6,"15,612",73
1,Canada,M03AX,"Other muscle relaxants, peripherally acting agents",65+,M,"8,778.21",0.2,0.2,"4,159",74
1,Canada,D07AC,"Corticosteroids, potent (group III)",65+,M,"8,498.12",0.2,10.4,"259,256",75
1,Canada,C07AG,Alpha- and beta-blocking agents,65+,M,"7,679.37",0.2,1.2,"30,696",76
1,Canada,N02BE,Anilides,65+,M,"7,199.87",0.2,7.4,"185,741",77
1,Canada,C09DX,"Angiotensin II antagonists, other combinations",65+,M,"7,068.65",0.2,0.2,"5,644",78
1,Canada,H02AB,Glucocorticoids,65+,M,"7,026.98",0.2,10.4,"260,301",79
1,Canada,A02BA,H2-receptor antagonists,65+,M,"7,001.68",0.2,3.5,"88,644",80
1,Canada,B03AA,"Iron bivalent, oral preparations",65+,M,"6,856.15",0.2,4.3,"108,558",81
1,Canada,C03AA,"Thiazides, plain",65+,M,"6,687.42",0.2,9.0,"225,031",82
1,Canada,V06DB,"Fats/carbohydrates/proteins/minerals/vitamins, combinations",65+,M,"6,558.91",0.2,0.2,"5,911",83
1,Canada,J05AX,Other antivirals,65+,M,"6,531.72",0.2,0.0,830,84
1,Canada,C03DA,Aldosterone antagonists,65+,M,"6,323.00",0.2,2.7,"67,089",85
1,Canada,L01XC,Monoclonal antibodies,65+,M,"5,990.41",0.2,0.0,574,86
1,Canada,N06AA,Non-selective monoamine reuptake inhibitors,65+,M,"5,861.87",0.2,2.6,"65,172",87
1,Canada,J01MA,Fluoroquinolones,65+,M,"5,803.05",0.2,10.2,"255,262",88
1,Canada,C10AB,Fibrates,65+,M,"5,780.59",0.2,1.4,"36,266",89
1,Canada,A06AA,"Softeners, emollients",65+,M,"5,658.76",0.2,4.2,"104,186",90
1,Canada,C10AC,Bile acid sequestrants,65+,M,"5,580.78",0.2,0.5,"13,389",91
1,Canada,L01XX,Other antineoplastic agents,65+,M,"5,445.94",0.1,0.1,"3,511",92
1,Canada,A06AB,Contact laxatives,65+,M,"5,441.42",0.1,5.1,"127,739",93
1,Canada,D05AX,Other antipsoriatics for topical use,65+,M,"5,211.26",0.1,0.8,"20,190",94
1,Canada,V03AC,Iron-chelating agents,65+,M,"5,011.47",0.1,0.0,277,95
1,Canada,J05AE,Protease inhibitors,65+,M,"4,961.19",0.1,0.0,637,96
1,Canada,A12AX,"Calcium, combinations with vitamin D and/or other drugs",65+,M,"4,938.40",0.1,1.9,"47,493",97
1,Canada,N02AB,Phenylpiperidine derivatives,65+,M,"4,796.74",0.1,0.4,"9,052",98
1,Canada,A06AD,Osmotically acting laxatives,65+,M,"4,786.13",0.1,3.7,"91,731",99
