Sort code,Jurisdiction,Drug class code,Drug class,Age group,Sex , TPS ($ 000) ,"Proportion 
of TPS (%)","Rate of 
use (%)", Number of active beneficiaries ,Rank
1,Canada,L03AB,Interferons,Total,F,"27,966.28",0.4,0.0,"1,718",57
1,Canada,A07EC,Aminosalicylic acid and similar agents,Total,F,"27,808.28",0.4,0.7,"49,009",58
1,Canada,C10AX,Other lipid-modifying agents,Total,F,"27,349.87",0.4,1.7,"117,473",59
1,Canada,N06AA,Non-selective monoamine reuptake inhibitors,Total,F,"27,111.86",0.4,4.0,"279,159",60
1,Canada,A12AX,"Calcium, combinations with vitamin D and/or other drugs",Total,F,"25,016.10",0.3,3.7,"257,776",61
1,Canada,L01EA,BCR-ABL tyrosine kinase inhibitors,Total,F,"24,972.49",0.3,0.0,833,62
1,Canada,C02KX,Antihypertensives for pulmonary arterial hypertension,Total,F,"24,403.36",0.3,0.0,"1,030",63
1,Canada,L04AD,Calcineurin inhibitors,Total,F,"24,401.21",0.3,0.1,"7,657",64
1,Canada,C03CA,"Sulfonamides, plain",Total,F,"23,977.12",0.3,4.9,"340,589",65
1,Canada,L01EX,Other protein kinase inhibitors,Total,F,"23,933.92",0.3,0.0,"1,117",66
1,Canada,N02BE,Anilides,Total,F,"23,054.84",0.3,7.0,"488,930",67
1,Canada,N06DA,Anticholinesterases,Total,F,"22,830.52",0.3,1.1,"74,281",68
1,Canada,N02AJ,Opioids in combination with non-opioid analgesics,Total,F,"22,162.72",0.3,7.1,"497,801",69
1,Canada,C09DA,Angiotensin II receptor blockers (ARBs) and diuretics,Total,F,"21,830.54",0.3,3.2,"225,521",70
1,Canada,L03AX,Other immunostimulants,Total,F,"21,274.93",0.3,0.0,"2,135",71
1,Canada,R01AD,Corticosteroids,Total,F,"20,513.84",0.3,6.1,"429,528",72
1,Canada,N04BA,Dopa and dopa derivatives,Total,F,"20,433.34",0.3,0.5,"35,535",73
1,Canada,G03AA,"Progestogens and estrogens, fixed combinations",Total,F,"20,388.25",0.3,5.5,"385,717",74
1,Canada,C09DX,"Angiotensin II receptor blockers (ARBs), other combinations",Total,F,"19,491.70",0.3,0.1,"9,124",75
1,Canada,N02BA,Salicylic acid and derivatives,Total,F,"18,986.74",0.3,2.9,"204,825",76
1,Canada,A16AB,Enzymes,Total,F,"18,707.87",0.2,0.0,41,77
1,Canada,C09BA,ACE inhibitors and diuretics,Total,F,"18,636.14",0.2,2.0,"141,815",78
1,Canada,A10BB,Sulfonylureas,Total,F,"17,832.39",0.2,2.7,"191,581",79
1,Canada,N03AE,Benzodiazepine derivatives,Total,F,"17,313.12",0.2,2.8,"193,403",80
1,Canada,L02BG,Aromatase inhibitors,Total,F,"17,227.63",0.2,0.8,"53,439",81
1,Canada,B03AA,"Iron bivalent, oral preparations",Total,F,"17,183.60",0.2,3.7,"257,947",82
1,Canada,A04AD,Other antiemetics,Total,F,"17,117.10",0.2,0.4,"28,525",83
1,Canada,L01XK,Poly (ADP-ribose) polymerase (PARP) inhibitors,Total,F,"16,830.42",0.2,0.0,309,84
1,Canada,A12AA,Calcium,Total,F,"16,557.75",0.2,3.0,"208,355",85
1,Canada,V06DB,"Fats/carbohydrates/proteins/minerals/vitamins, combinations",Total,F,"16,149.64",0.2,0.1,"10,389",86
1,Canada,N05AE,Indole derivatives,Total,F,"15,213.39",0.2,0.2,"11,078",87
1,Canada,L01ED,Anaplastic lymphoma kinase (ALK) inhibitors,Total,F,"15,005.91",0.2,0.0,200,88
1,Canada,M09AX,Other drugs for disorders of the musculoskeletal system,Total,F,"14,872.54",0.2,0.0,38,89
1,Canada,H02AB,Glucocorticoids,Total,F,"14,118.48",0.2,7.4,"516,423",90
1,Canada,N03AG,Fatty acid derivatives,Total,F,"13,850.75",0.2,0.6,"44,090",91
1,Canada,B01AE,Direct thrombin inhibitors,Total,F,"13,767.24",0.2,0.2,"15,180",92
1,Canada,J05AB,"Nucleosides and nucleotides, excluding reverse transcriptase inhibitors",Total,F,"13,479.66",0.2,3.9,"274,620",93
1,Canada,C03AA,"Thiazides, plain",Total,F,"12,983.04",0.2,5.3,"373,678",94
1,Canada,D07AC,"Corticosteroids, potent (group III)",Total,F,"12,880.15",0.2,8.1,"565,794",95
1,Canada,A16AX,Various alimentary tract and metabolism products,Total,F,"12,785.31",0.2,0.0,513,96
1,Canada,L01BA,Folic acid analogues,Total,F,"12,542.84",0.2,1.1,"74,449",97
1,Canada,A05AA,Bile acids and derivatives,Total,F,"12,526.60",0.2,0.2,"11,760",98
1,Canada,R07AX,Other respiratory system products,Total,F,"12,452.28",0.2,0.0,60,99
1,Canada,C01DA,Organic nitrates,Total,F,"12,289.71",0.2,2.0,"139,215",100
1,Canada,S01LA,Antineovascularization agents,65+,Total,"708,621.46",7.6,1.2,"75,833",1
1,Canada,B01AF,Direct factor Xa inhibitors,65+,Total,"434,326.33",4.7,8.6,"520,871",2
1,Canada,L04AB,Tumour necrosis factor alpha (TNF-alpha) inhibitors,65+,Total,"419,951.03",4.5,0.4,"22,768",3
1,Canada,L04AX,Other immunosuppressants,65+,Total,"330,794.63",3.6,0.4,"23,146",4
1,Canada,C10AA,HMG-CoA reductase inhibitors,65+,Total,"255,646.98",2.7,49.6,"3,012,741",5
1,Canada,R03AK,"Adrenergics in combination with corticosteroids or other drugs, excluding anticholinergics",65+,Total,"230,970.61",2.5,6.3,"384,902",6
1,Canada,A10BK,Sodium–glucose co-transporter 2 (SGLT2) inhibitors,65+,Total,"204,875.32",2.2,4.2,"256,039",7
1,Canada,A10BH,Dipeptidyl peptidase 4 (DPP-4) inhibitors,65+,Total,"204,348.55",2.2,3.9,"235,131",8
1,Canada,A10BD,Combinations of oral blood glucose–lowering drugs,65+,Total,"203,137.09",2.2,3.6,"217,873",9
1,Canada,A02BC,Proton pump inhibitors,65+,Total,"186,993.89",2.0,31.3,"1,903,224",10
1,Canada,L04AA,Selective immunosuppressants,65+,Total,"186,936.81",2.0,0.5,"30,676",11
1,Canada,L01EL,Bruton's tyrosine kinase (BTK) inhibitors,65+,Total,"175,413.17",1.9,0.0,"2,469",12
1,Canada,A10AE,"Insulins and analogues for injection, long-acting",65+,Total,"173,719.13",1.9,3.6,"220,023",13
1,Canada,C08CA,Dihydropyridine derivatives,65+,Total,"135,769.84",1.5,23.1,"1,405,225",14
1,Canada,M05BX,Other drugs affecting bone structure and mineralization,65+,Total,"128,351.41",1.4,3.0,"185,128",15
1,Canada,R03BB,Anticholinergics,65+,Total,"120,774.88",1.3,5.8,"353,356",16
1,Canada,A10BJ,Glucagon-like peptide-1 (GLP-1) analogues,65+,Total,"117,553.22",1.3,1.2,"70,771",17
1,Canada,C09CA,"Angiotensin II receptor blockers (ARBs), plain",65+,Total,"112,026.11",1.2,16.3,"992,245",18
1,Canada,C09AA,"ACE inhibitors, plain",65+,Total,"111,323.74",1.2,22.7,"1,378,288",19
1,Canada,L04AC,Interleukin inhibitors,65+,Total,"111,212.69",1.2,0.1,"7,293",20
1,Canada,N06AX,Other antidepressants,65+,Total,"96,482.30",1.0,11.7,"712,656",21
1,Canada,N03AX,Other antiepileptics,65+,Total,"96,458.06",1.0,9.4,"568,768",22
1,Canada,C07AB,"Beta-blocking agents, selective",65+,Total,"95,485.37",1.0,21.9,"1,331,924",23
1,Canada,L01EF,Cyclin-dependent kinase (CDK) inhibitors,65+,Total,"93,458.19",1.0,0.0,"2,142",24
1,Canada,L02AE,Gonadotropin-releasing hormone analogues,65+,Total,"89,409.27",1.0,0.4,"27,293",25
1,Canada,N06AB,Selective serotonin reuptake inhibitors,65+,Total,"79,578.02",0.9,10.8,"654,419",26
1,Canada,L01EX,Other protein kinase inhibitors,65+,Total,"76,847.34",0.8,0.1,"3,229",27
1,Canada,H03AA,Thyroid hormones,65+,Total,"73,745.19",0.8,18.3,"1,113,290",28
1,Canada,B03XA,Other antianemic preparations,65+,Total,"73,039.97",0.8,0.2,"13,487",29
1,Canada,L02BX,Other hormone antagonists and related agents,65+,Total,"73,025.97",0.8,0.1,"4,464",30
1,Canada,M05BA,Bisphosphonates,65+,Total,"72,271.38",0.8,6.6,"402,636",31
1,Canada,R03DX,Other systemic drugs for obstructive airway diseases,65+,Total,"70,651.97",0.8,0.1,"4,074",32
1,Canada,N02AA,Natural opium alkaloids,65+,Total,"70,317.42",0.8,7.7,"467,191",33
1,Canada,R03AL,"Adrenergics in combination with anticholinergics, including triple combinations with corticosteroids",65+,Total,"69,726.59",0.7,1.9,"117,225",34
1,Canada,L02BB,Antiandrogens,65+,Total,"69,639.62",0.7,0.3,"15,406",35
1,Canada,G04BD,Drugs for urinary frequency and incontinence,65+,Total,"69,339.60",0.7,3.6,"220,287",36
1,Canada,J05AP,Antivirals for treatment of HCV infections,65+,Total,"69,263.46",0.7,0.0,"1,374",37
1,Canada,G04CA,Alpha-adrenoreceptor antagonists,65+,Total,"65,827.82",0.7,10.1,"616,134",38
1,Canada,L03AA,Colony-stimulating factors,65+,Total,"64,697.12",0.7,0.2,"12,018",39
1,Canada,C09DX,"Angiotensin II receptor blockers (ARBs), other combinations",65+,Total,"63,133.13",0.7,0.5,"29,284",40
1,Canada,A10AB,"Insulins and analogues for injection, fast-acting",65+,Total,"61,463.36",0.7,2.2,"132,808",41
1,Canada,B01AC,"Platelet aggregation inhibitors, excluding heparin",65+,Total,"59,697.68",0.6,5.2,"314,862",42
1,Canada,S01EE,Prostaglandin analogues,65+,Total,"58,680.58",0.6,4.6,"280,634",43
1,Canada,R03BA,Glucocorticoids,65+,Total,"58,269.42",0.6,4.6,"277,638",44
1,Canada,L01EB,Epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors,65+,Total,"58,197.61",0.6,0.0,"1,017",45
1,Canada,H01CB,Somatostatin and analogues,65+,Total,"55,679.97",0.6,0.1,"3,510",46
1,Canada,S01ED,Beta-blocking agents,65+,Total,"53,351.37",0.6,4.4,"266,106",47
1,Canada,N05AX,Other antipsychotics,65+,Total,"51,905.69",0.6,1.8,"108,734",48
1,Canada,A10BA,Biguanides,65+,Total,"51,546.63",0.6,14.0,"849,104",49
1,Canada,L01EJ,Janus-associated kinase (JAK) inhibitors,65+,Total,"50,997.10",0.5,0.0,973,50
1,Canada,C10AX,Other lipid-modifying agents,65+,Total,"48,692.26",0.5,3.8,"229,954",51
1,Canada,C08DB,Benzothiazepine derivatives,65+,Total,"47,296.69",0.5,3.2,"191,625",52
1,Canada,N04BA,Dopa and dopa derivatives,65+,Total,"46,484.26",0.5,1.2,"73,615",53
1,Canada,A11CC,Vitamin D and analogues,65+,Total,"45,486.88",0.5,9.0,"547,634",54
1,Canada,B01AB,Heparin group,65+,Total,"43,687.76",0.5,0.7,"42,007",55
1,Canada,J05AR,"Antivirals for treatment of HIV infections, combinations",65+,Total,"41,534.15",0.4,0.1,"3,806",56
1,Canada,N05AH,"Diazepines, oxazepines, thiazepines and oxepines",65+,Total,"40,468.17",0.4,3.7,"227,225",57
1,Canada,C03CA,"Sulfonamides, plain",65+,Total,"37,467.23",0.4,9.1,"551,031",58
1,Canada,A07EC,Aminosalicylic acid and similar agents,65+,Total,"36,580.11",0.4,0.8,"50,619",59
1,Canada,N06DA,Anticholinesterases,65+,Total,"35,862.48",0.4,2.0,"119,898",60
1,Canada,R03AC,Selective beta-2-adrenoreceptor agonists,65+,Total,"34,628.30",0.4,11.7,"708,747",61
1,Canada,N02BA,Salicylic acid and derivatives,65+,Total,"33,567.10",0.4,6.3,"382,320",62
1,Canada,L01EA,BCR-ABL tyrosine kinase inhibitors,65+,Total,"33,025.03",0.4,0.0,"1,103",63
1,Canada,C09DA,Angiotensin II receptor blockers (ARBs) and diuretics,65+,Total,"32,938.62",0.4,5.6,"340,285",64
1,Canada,N05BA,Benzodiazepine derivatives,65+,Total,"32,511.81",0.3,9.7,"591,179",65
1,Canada,C09BA,ACE inhibitors and diuretics,65+,Total,"32,511.02",0.3,3.9,"236,353",66
1,Canada,G03CA,"Natural and semisynthetic estrogens, plain",65+,Total,"32,359.10",0.3,4.1,"246,341",67
1,Canada,G04CB,Testosterone-5-alpha reductase inhibitors,65+,Total,"32,215.72",0.3,4.2,"256,319",68
1,Canada,B01AE,Direct thrombin inhibitors,65+,Total,"31,514.12",0.3,0.6,"35,831",69
1,Canada,A10BB,Sulfonylureas,65+,Total,"29,230.95",0.3,5.4,"327,432",70
1,Canada,A12AX,"Calcium, combinations with vitamin D and/or other drugs",65+,Total,"26,551.37",0.3,4.3,"263,415",71
1,Canada,L01XC,Monoclonal antibodies,65+,Total,"26,418.58",0.3,0.0,"2,876",72
1,Canada,M03AX,"Other muscle relaxants, peripherally acting agents",65+,Total,"26,350.73",0.3,0.3,"15,641",73
1,Canada,N02BE,Anilides,65+,Total,"26,163.10",0.3,9.2,"559,554",74
1,Canada,L04AD,Calcineurin inhibitors,65+,Total,"25,204.71",0.3,0.1,"8,706",75
1,Canada,R01AD,Corticosteroids,65+,Total,"23,968.97",0.3,6.8,"415,315",76
1,Canada,N06AA,Non-selective monoamine reuptake inhibitors,65+,Total,"22,667.82",0.2,3.6,"221,033",77
1,Canada,C01DA,Organic nitrates,65+,Total,"22,349.13",0.2,4.6,"277,142",78
1,Canada,N02AJ,Opioids in combination with non-opioid analgesics,65+,Total,"20,765.84",0.2,7.8,"477,103",79
1,Canada,M04AA,Preparations inhibiting uric acid production,65+,Total,"20,719.92",0.2,4.5,"274,635",80
1,Canada,B03AA,"Iron bivalent, oral preparations",65+,Total,"20,458.47",0.2,4.6,"282,160",81
1,Canada,A10AD,"Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting",65+,Total,"20,078.63",0.2,0.5,"31,738",82
1,Canada,C02KX,Antihypertensives for pulmonary arterial hypertension,65+,Total,"19,999.18",0.2,0.0,845,83
1,Canada,A12AA,Calcium,65+,Total,"18,294.75",0.2,3.6,"216,587",84
1,Canada,H02AB,Glucocorticoids,65+,Total,"17,359.92",0.2,9.1,"555,584",85
1,Canada,C03AA,"Thiazides, plain",65+,Total,"16,971.92",0.2,8.1,"494,076",86
1,Canada,L01XX,Other antineoplastic agents,65+,Total,"16,817.52",0.2,0.2,"10,132",87
1,Canada,D07AC,"Corticosteroids, potent (group III)",65+,Total,"16,483.01",0.2,9.2,"557,832",88
1,Canada,L01ED,Anaplastic lymphoma kinase (ALK) inhibitors,65+,Total,"16,275.69",0.2,0.0,218,89
1,Canada,L01XE,Protein kinase inhibitors,65+,Total,"15,756.06",0.2,0.0,"1,807",90
1,Canada,B03BA,Vitamin B12 (cyanocobalamin and analogues),65+,Total,"14,852.47",0.2,3.4,"207,369",91
1,Canada,L02BG,Aromatase inhibitors,65+,Total,"14,593.89",0.2,0.7,"41,057",92
1,Canada,A07AA,Antibiotics,65+,Total,"14,531.72",0.2,1.2,"75,251",93
1,Canada,C03DA,Aldosterone antagonists,65+,Total,"14,446.30",0.2,2.8,"167,204",94
1,Canada,A06AB,Contact laxatives,65+,Total,"14,297.69",0.2,4.6,"280,149",95
1,Canada,V03AE,Drugs for treatment of hyperkalemia and hyperphosphatemia,65+,Total,"14,279.41",0.2,0.5,"28,431",96
1,Canada,L01BA,Folic acid analogues,65+,Total,"14,156.10",0.2,1.3,"77,011",97
1,Canada,V06DB,"Fats/carbohydrates/proteins/minerals/vitamins, combinations",65+,Total,"13,671.28",0.1,0.2,"11,655",98
1,Canada,S01EC,Carbonic anhydrase inhibitors,65+,Total,"13,615.59",0.1,1.5,"88,372",99
1,Canada,B01AA,Vitamin K antagonists,65+,Total,"13,124.26",0.1,2.2,"136,311",100
1,Canada,S01LA,Antineovascularization agents,65+,M,"298,951.51",6.6,1.2,"32,507",1
1,Canada,B01AF,Direct factor Xa inhibitors,65+,M,"221,566.11",4.9,9.8,"269,691",2
1,Canada,L04AX,Other immunosuppressants,65+,M,"193,686.51",4.3,0.4,"10,490",3
1,Canada,L04AB,Tumour necrosis factor alpha (TNF-alpha) inhibitors,65+,M,"183,844.89",4.1,0.3,"9,316",4
1,Canada,C10AA,HMG-CoA reductase inhibitors,65+,M,"129,328.79",2.9,57.9,"1,600,771",5
1,Canada,A10BK,Sodium–glucose co-transporter 2 (SGLT2) inhibitors,65+,M,"125,904.92",2.8,5.7,"157,791",6
1,Canada,A10BD,Combinations of oral blood glucose–lowering drugs,65+,M,"118,853.01",2.6,4.6,"128,393",7
1,Canada,L01EL,Bruton's tyrosine kinase (BTK) inhibitors,65+,M,"115,936.68",2.6,0.1,"1,635",8
1,Canada,A10BH,Dipeptidyl peptidase 4 (DPP-4) inhibitors,65+,M,"104,020.35",2.3,4.4,"121,621",9
1,Canada,R03AK,"Adrenergics in combination with corticosteroids or other drugs, excluding anticholinergics",65+,M,"100,522.41",2.2,5.9,"163,464",10
1,Canada,A10AE,"Insulins and analogues for injection, long-acting",65+,M,"98,288.54",2.2,4.4,"120,619",11
1,Canada,L02AE,Gonadotropin-releasing hormone analogues,65+,M,"89,313.17",2.0,1.0,"27,256",12
1,Canada,A02BC,Proton pump inhibitors,65+,M,"75,300.03",1.7,29.1,"804,805",13
1,Canada,L02BX,Other hormone antagonists and related agents,65+,M,**,**,**,**,14
1,Canada,L04AA,Selective immunosuppressants,65+,M,"70,430.55",1.6,0.4,"12,352",15
1,Canada,L02BB,Antiandrogens,65+,M,"69,627.62",1.5,0.6,"15,384",16
1,Canada,A10BJ,Glucagon-like peptide-1 (GLP-1) analogues,65+,M,"65,723.35",1.5,1.4,"39,060",17
1,Canada,G04CA,Alpha-adrenoreceptor antagonists,65+,M,"63,415.78",1.4,21.5,"594,441",18
1,Canada,C08CA,Dihydropyridine derivatives,65+,M,"59,226.94",1.3,23.4,"648,093",19
1,Canada,R03BB,Anticholinergics,65+,M,"59,023.41",1.3,6.2,"172,672",20
1,Canada,L01EX,Other protein kinase inhibitors,65+,M,"57,117.18",1.3,0.1,"2,296",21
1,Canada,C09AA,"ACE inhibitors, plain",65+,M,"57,113.27",1.3,27.2,"751,792",22
1,Canada,L04AC,Interleukin inhibitors,65+,M,"48,921.29",1.1,0.1,"3,053",23
1,Canada,J05AP,Antivirals for treatment of HCV infections,65+,M,"47,115.29",1.0,0.0,931,24
1,Canada,C09DX,"Angiotensin II receptor blockers (ARBs), other combinations",65+,M,"46,367.20",1.0,0.8,"21,603",25
1,Canada,C07AB,"Beta-blocking agents, selective",65+,M,"45,274.06",1.0,24.7,"681,424",26
1,Canada,C09CA,"Angiotensin II receptor blockers (ARBs), plain",65+,M,"44,496.80",1.0,15.3,"421,841",27
1,Canada,B03XA,Other antianemic preparations,65+,M,"40,689.52",0.9,0.3,"7,195",28
1,Canada,N03AX,Other antiepileptics,65+,M,"39,031.38",0.9,8.2,"225,365",29
1,Canada,R03AL,"Adrenergics in combination with anticholinergics, including triple combinations with corticosteroids",65+,M,"36,892.27",0.8,2.2,"61,153",30
1,Canada,J05AR,"Antivirals for treatment of HIV infections, combinations",65+,M,"36,423.01",0.8,0.1,"3,344",31
1,Canada,A10AB,"Insulins and analogues for injection, fast-acting",65+,M,"35,341.04",0.8,2.6,"72,267",32
1,Canada,G04CB,Testosterone-5-alpha reductase inhibitors,65+,M,"32,122.45",0.7,9.2,"255,202",33
1,Canada,R03DX,Other systemic drugs for obstructive airway diseases,65+,M,"31,739.80",0.7,0.1,"1,772",34
1,Canada,B01AC,"Platelet aggregation inhibitors, excluding heparin",65+,M,"31,477.87",0.7,6.7,"184,148",35
1,Canada,N06AX,Other antidepressants,65+,M,"31,255.17",0.7,9.0,"247,782",36
1,Canada,N02AA,Natural opium alkaloids,65+,M,"30,906.78",0.7,7.2,"200,026",37
1,Canada,L03AA,Colony-stimulating factors,65+,M,"29,957.72",0.7,0.2,"5,523",38
1,Canada,H01CB,Somatostatin and analogues,65+,M,"28,635.47",0.6,0.1,"1,683",39
1,Canada,N04BA,Dopa and dopa derivatives,65+,M,"27,593.72",0.6,1.5,"41,633",40
1,Canada,A10BA,Biguanides,65+,M,"26,643.76",0.6,16.8,"465,023",41
1,Canada,C10AX,Other lipid-modifying agents,65+,M,"26,042.75",0.6,4.6,"128,330",42
1,Canada,L01EJ,Janus-associated kinase (JAK) inhibitors,65+,M,"25,470.11",0.6,0.0,507,43
1,Canada,G04BD,Drugs for urinary frequency and incontinence,65+,M,"25,368.80",0.6,2.9,"79,568",44
1,Canada,N06AB,Selective serotonin reuptake inhibitors,65+,M,"24,909.76",0.6,7.5,"208,083",45
1,Canada,S01EE,Prostaglandin analogues,65+,M,"24,864.72",0.6,4.5,"124,003",46
1,Canada,S01ED,Beta-blocking agents,65+,M,"23,825.60",0.5,4.5,"123,736",47
1,Canada,R03BA,Glucocorticoids,65+,M,"23,415.65",0.5,3.9,"107,839",48
1,Canada,B01AB,Heparin group,65+,M,"22,716.04",0.5,0.7,"19,061",49
1,Canada,N05AX,Other antipsychotics,65+,M,"20,695.93",0.5,1.4,"40,004",50
1,Canada,H03AA,Thyroid hormones,65+,M,"18,914.50",0.4,10.4,"288,283",51
1,Canada,C08DB,Benzothiazepine derivatives,65+,M,"18,770.99",0.4,2.8,"78,177",52
1,Canada,L01EB,Epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors,65+,M,"18,613.22",0.4,0.0,346,53
1,Canada,B01AE,Direct thrombin inhibitors,65+,M,"18,058.35",0.4,0.8,"21,128",54
1,Canada,M05BX,Other drugs affecting bone structure and mineralization,65+,M,"17,894.82",0.4,0.6,"16,430",55
1,Canada,A07EC,Aminosalicylic acid and similar agents,65+,M,"17,827.11",0.4,0.8,"23,137",56
1,Canada,L01EA,BCR-ABL tyrosine kinase inhibitors,65+,M,"17,800.91",0.4,0.0,580,57
1,Canada,N05AH,"Diazepines, oxazepines, thiazepines and oxepines",65+,M,"17,340.78",0.4,3.4,"93,798",58
1,Canada,N02BA,Salicylic acid and derivatives,65+,M,"17,292.39",0.4,7.6,"210,355",59
1,Canada,C09BA,ACE inhibitors and diuretics,65+,M,"16,800.15",0.4,4.5,"124,241",60
1,Canada,C03CA,"Sulfonamides, plain",65+,M,"16,177.88",0.4,9.0,"248,399",61
1,Canada,A10BB,Sulfonylureas,65+,M,"15,604.91",0.3,6.7,"185,406",62
1,Canada,L04AD,Calcineurin inhibitors,65+,M,"15,604.52",0.3,0.2,"5,453",63
1,Canada,A11CC,Vitamin D and analogues,65+,M,"15,493.87",0.3,6.3,"173,260",64
1,Canada,R03AC,Selective beta-2-adrenoreceptor agonists,65+,M,"15,455.77",0.3,10.7,"295,666",65
1,Canada,M05BA,Bisphosphonates,65+,M,"14,522.24",0.3,2.7,"73,636",66
1,Canada,M04AA,Preparations inhibiting uric acid production,65+,M,"13,910.90",0.3,7.1,"196,087",67
1,Canada,C09DA,Angiotensin II receptor blockers (ARBs) and diuretics,65+,M,"13,427.67",0.3,5.3,"147,192",68
1,Canada,N06DA,Anticholinesterases,65+,M,"13,300.24",0.3,1.7,"46,553",69
1,Canada,R01AD,Corticosteroids,65+,M,"10,853.58",0.2,6.4,"176,445",70
1,Canada,C01DA,Organic nitrates,65+,M,"10,819.41",0.2,5.5,"152,890",71
1,Canada,N05BA,Benzodiazepine derivatives,65+,M,"10,580.05",0.2,7.0,"193,800",72
1,Canada,L01XX,Other antineoplastic agents,65+,M,"10,198.15",0.2,0.2,"4,323",73
1,Canada,A10AD,"Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting",65+,M,"10,163.45",0.2,0.6,"15,951",74
1,Canada,G03BA,3-oxoandrosten (4) derivatives,65+,M,"9,968.22",0.2,0.8,"22,932",75
1,Canada,N02AJ,Opioids in combination with non-opioid analgesics,65+,M,"9,250.50",0.2,8.1,"222,518",76
1,Canada,L01XC,Monoclonal antibodies,65+,M,"8,885.60",0.2,0.0,"1,031",77
1,Canada,M03AX,"Other muscle relaxants, peripherally acting agents",65+,M,"8,783.75",0.2,0.2,"4,828",78
1,Canada,N02BE,Anilides,65+,M,"8,505.63",0.2,7.7,"212,145",79
1,Canada,V03AE,Drugs for treatment of hyperkalemia and hyperphosphatemia,65+,M,"8,481.65",0.2,0.6,"16,766",80
1,Canada,B03AA,"Iron bivalent, oral preparations",65+,M,"8,390.58",0.2,4.4,"121,715",81
1,Canada,D07AC,"Corticosteroids, potent (group III)",65+,M,"8,278.12",0.2,9.3,"258,133",82
1,Canada,V06DB,"Fats/carbohydrates/proteins/minerals/vitamins, combinations",65+,M,"8,181.14",0.2,0.2,"6,340",83
1,Canada,C03DA,Aldosterone antagonists,65+,M,"8,124.90",0.2,3.1,"85,806",84
1,Canada,L01XE,Protein kinase inhibitors,65+,M,"7,992.22",0.2,0.0,918,85
1,Canada,L01ED,Anaplastic lymphoma kinase (ALK) inhibitors,65+,M,"7,817.19",0.2,0.0,97,86
1,Canada,H02AB,Glucocorticoids,65+,M,"7,456.72",0.2,8.9,"245,650",87
1,Canada,A10AC,"Insulins and analogues for injection, intermediate-acting",65+,M,"6,985.30",0.2,0.8,"23,396",88
1,Canada,N06AA,Non-selective monoamine reuptake inhibitors,65+,M,"6,878.92",0.2,2.4,"67,162",89
1,Canada,L01EE,Mitogen-activated protein kinase (MEK) inhibitors,65+,M,"6,844.18",0.2,0.0,158,90
